gr_kar98_clip_land_plr,,weapons/kar98/gr_kar98_clip_land.wav,0.65,0.75,wpnplyr,1,1,7,500,reload2d,streamed,,,0.85,,,,,weapon2,100
gr_kar98_bolt_down_plr,,weapons/kar98/arisaka_bolt_down.wav,0.65,0.75,wpnplyr,1,1,7,500,reload2d,streamed,,,0.85,,,,,weapon2,100
gr_kar98_shell_in_plr,1,weapons/kar98/round_in_00.wav,0.65,0.75,wpnplyr,1,1,7,500,reload2d,streamed,,,0.85,,,,,weapon2,100
gr_kar98_shell_in_plr,2,weapons/kar98/round_in_01.wav,0.65,0.75,wpnplyr,1,1,7,500,reload2d,streamed,,,0.85,,,,,weapon2,100
gr_rifle_rechamber_3p,,weapons/kar98/rifle_rechamber_3p.wav,0.65,0.75,wpnplyr,1,1,7,500,reload2d,streamed,,,0.85,,,,,weapon2,100
gr_rifle_round_in_3p,,weapons/kar98/rifle_rechamber_3p.wav,0.65,0.75,wpnplyr,1,1,7,500,reload2d,streamed,,,0.85,,,,,weapon2,100
gr_rifle_open_3p,,weapons/kar98/rifle_open_3p.wav,0.65,0.75,wpnplyr,1,1,7,500,reload2d,streamed,,,0.85,,,,,weapon2,100
gr_rifle_close_3p,,weapons/kar98/rifle_close_3p.wav,0.65,0.75,wpnplyr,1,1,7,500,reload2d,streamed,,,0.85,,,,,weapon2,100

kar98_fire_plr,1,weapons/kar98/wpn_kar98_st_00.wav,0.9,1,wpnplyr,0.8,0.9,500000,,local,streamed,,,0.85,,,,,weapon2
kar98_fire_plr,2,weapons/kar98/wpn_kar98_st_01.wav,0.9,1,wpnplyr,0.8,0.9,500000,,local,streamed,,,0.85,,,,,weapon2

kar98_fire,1,weapons/kar98/mono_00.wav,0.8,1,wpnai,0.95,1.05,35,10920,weapon,streamed,,,0.7,all_mp,,,,weapon4
kar98_fire,2,weapons/kar98/mono_01.wav,0.8,1,wpnai,0.95,1.05,35,10920,weapon,streamed,,,0.7,all_mp,,,,weapon4
kar98_fire,3,weapons/kar98/mono_02.wav,0.8,1,wpnai,0.95,1.05,35,10920,weapon,streamed,,,0.7,all_mp,,,,weapon4
kar98_fire,4,weapons/kar98/mono_03.wav,0.8,1,wpnai,0.95,1.05,35,10920,weapon,streamed,,,0.7,all_mp,,,,weapon4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
